year;Albania;Algeria;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Cayman Islands;Central African Republic;Chad;Chile;China;China, Hong Kong SAR;China, Macao SAR;Colombia;Comoros;Congo;Costa Rica;Cote d'Ivoire;Croatia;Curacao;Cyprus;Czech Republic;D.R. of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Estonia;Eswatini;Ethiopia;Fiji;Finland;France;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Grenada;Guatemala;Guinea;Guinea-Bissau;Haiti;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kuwait;Kyrgyzstan;Lao People's DR;Latvia;Lebanon;Lesotho;Liberia;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Mauritania;Mauritius;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;New Zealand;Nicaragua;Niger;Nigeria;North Macedonia;Norway;Oman;Pakistan;Panama;Paraguay;Peru;Philippines;Poland;Portugal;Qatar;Republic of Korea;Republic of Moldova;Romania;Russian Federation;Rwanda;Saint Kitts and Nevis;Saint Lucia;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;South Africa;Spain;Sri Lanka;St. Vincent and the Grenadines;State of Palestine;Sudan;Suriname;Sweden;Switzerland;Syrian Arab Republic;Taiwan;Tajikistan;Thailand;Togo;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;U.R. of Tanzania: Mainland;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Venezuela (Bolivarian Republic of);Viet Nam;Yemen;Zambia;Zimbabwe
1960;;;;;;0,098005736;;;0,022727299;0,083769702;;;;0,054303496;;;0,054054095;;0,059565427;;;0,041807509;;;0,072027803;;;;0,004335448;;;;;0,03030304;;;;0,095378705;-0,054949628;;;0,054313248;;;0,076647122;;;;-0,125278814;;0,083634475;0,05655284;;;0,103798176;0,052500545;0,071136561;0,043070329;;;;0,094618336;;0,077895149;0,075268783;;;;0,079230487;0,070083705;0,022717808;;0,023827699;0,129559124;;;-0,025346447;;0,02553538;0,071836196;;0,087811253;;0,037368502;0,061940463;0,076007298;0,056059785;0,115514045;0,05635067;;0,076373678;;;;;;;;;0,040960653;;0,140206982;0,071555754;;;0,055082903;;-0,067829357;0,082149797;;;;0,021936909;;;;;0,089993248;0,136923576;0,042767847;;0,195670285;;0,041518496;;0,018095835;0,056758034;0,037342359;0,10851716;0,014150945;;0,068389533;;0,011651589;;;;;;;;;;;;;;;;;0,029303999;0,10427301;0,06096098;;;;;0,035989712;0,065337114;;0,064311618;;0,108666477;;0,100409439;;-0,012869084;;;;0,013162542;;;0,040059867;0,024994333;0,043836804;;-0,059501339;;;0,023590139;0,034112892
1961;;-0,0167058;;;;0,031514537;;;0,01345293;0,049751141;;;;-0,033038723;0,066879695;;0,048192663;;0,012794707;;;0,018107285;;0,071448355;0,123370138;;;;-0,150459966;-0,166259974;0,081089914;;0,01424313;0,027522841;;0,045745489;0,01915537;0,045918345;-0,222145436;0,05408885;;0,055172741;0,068486474;0,151372136;-0,007314556;0,118851617;;;0,083257913;;-0,117805453;0,061376975;;;-0,018623716;0,048746234;0,046981699;0,015331982;0,014107821;;;0,040273541;0,029946358;0,070676074;0,048593333;0,098939807;-0,061366354;;0,047619106;0,034343467;0,116637825;;0,041213507;0,075726648;0,032032317;-0,030182347;0,01808353;;-0,000848248;0,034618043;0,075852153;0,078502405;;0,047448045;0,098266482;0,076726312;0,043707906;0,105970556;0,149488517;;-0,037062605;;;;;;0,010573531;;;0,033936405;0,058669277;0,129609143;0,06789187;;-0,018143908;-0,008024955;-0,080070189;0,092023986;0,02767021;;;;0,168343992;0,017251293;;0,015059839;0,018363394;0,029003704;0,049820096;0,065657892;0,047108038;-0,043467638;;0,059030218;;0,053541184;0,097852028;0,063421398;0,068739468;0,053571342;;0,065149507;;0,043152109;;0,133089835;;-0,038927372;;;;;0,020166114;;0,041809232;;0,073925346;;;;0,035335682;0,113876845;0,104631611;;;;;0,053528011;0,075000033;0,01558468;0,059432289;;0,050144838;0,095488285;0,13222766;0,029332751;0,016896435;;;-0,049623156;0,00399769;;;0,021088034;0,024905156;0,016571759;;0,042168574;;;0,009476435;0,05759415
1962;;-0,600597361;;;;0,006357359;;;0,059071716;0,019512279;;;;0,068770199;0,046925102;;0,050343317;;-0,03822374;;;0,059309457;;0,071172078;0,049186083;;;;0,045505478;0,078029015;-0,119979681;;0,028662939;0,064377665;;-0,052544055;0,101510992;0,043902496;0,063192222;0,124038716;;0,046286571;0,121458597;-0,019276351;0,066808877;-0,000941419;;;0,087530887;;0,124691073;0,057808658;;;0,156367266;0,046885142;0,019850278;0,096044049;-0,000819152;;;0,033776195;0,036141641;0,028954299;0,062350172;0,086883577;0,018070479;;0,045454487;0,046242781;0,003634766;;0,034157026;0,013001834;-0,037113136;0,073448066;0,038698121;;0,076753661;0,032268013;-0,0015212;0,062287671;;0,037016619;0,090793476;0,057831364;0,021543511;0,07916151;0,022018988;;0,076230935;;;;;;0,136342225;;;0,012353074;0,008891109;-0,095250067;0,057800194;;-0,019932314;-0,044386387;0,087383286;0,03523081;0,03765093;;;;0,131160545;0,078163958;;0,122210691;0,017003266;0,043003363;0,020401186;0,118548524;0,087052167;0,036515133;;0,027369171;;0,059855503;0,076167531;-0,025603699;0,077122995;0,046808581;;0,053417709;;0,022707469;;0,069350174;;0,055142388;;;;;0,010868989;;0,085031878;0,123163702;0,065136647;;;;0,059800686;0,096678736;0,003573893;;;;;0,040840118;0,04570731;0,270338572;0,074437296;;0,074679023;0,035815837;0,022534772;0,016082851;0,057263401;;;0,088815768;0,054603097;;;0,017296526;0,057639429;-0,00442731;;0,088499869;;;0,00409498;0,021045494
1963;;0,206401437;;;;-0,038119809;;;0,063241102;0,042056021;;;;0,050079782;-0,047819144;;0,041666678;;0,05277994;;;0,062982113;;0,039852785;0,06055822;;;;-0,019189689;0,056182333;-0,108077615;;0,031212551;0,048979616;;0,001392992;-0,061594018;0,059632974;0,12719502;0,13915736;;0,02907016;0,11409411;-0,052383362;0,059793923;0,121872149;;;0,049450603;;0,02553845;0,011816132;;;0,06247982;0,020629162;0,031637066;0,041917622;0,040356404;;;0,036494928;0,061649073;0,031804267;0,060810773;0,124793727;0,011694752;;0,026548595;0,033519579;0,105904413;;0,087100107;0,010152574;0,135813726;-0,019743086;-0,00529702;;0,093245789;0,061644207;-0,040206806;0,057630752;;0,047451978;0,095332983;0,052511301;0,065452739;0,080775722;0,061202863;;0,041441163;;;;;;0,102179848;;;0,019107337;-0,05853379;0,020143633;0,06217605;;0,061419264;-0,001883481;0,030938416;0,08470564;0,087793865;;;;0,137174198;0,020079783;0,114467417;0,063118891;0,021097027;0,033007776;0,059809615;0,078326899;0,087428241;0,079760982;;0,036470144;;0,070462331;0,078670377;0,034130544;0,035642104;0,063744974;;0,054514006;;0,072286432;;0,102553853;;-0,107551691;;;;;-0,014144485;;0,167537605;0,105757148;0,090392687;;;;0,068111413;0,091234727;0,080962995;;;;;0,049889135;0,046525284;-0,101473714;0,089348621;;0,077135596;0,060119959;0,022461983;0,098689429;0,086152939;;;0,023963927;0,097886499;;;0,037236594;0,041723305;-0,015536736;;0,061824569;;;0,027944451;0,016699869
1964;;0,094679479;;;;0,072117145;;;0,05947955;0,057268747;;;;-0,004615137;0,037384889;;0,065573811;;0,040291508;;;0,045740221;;0,054197906;0,039967252;;;;0,017405962;0,061318771;0,081626574;;0,03574537;0,061302682;;0,017247783;0,00582098;0,022421538;0,12350163;0,076923143;;0,07323848;0,099214169;0,030034468;0,044523415;0,159170871;;;-0,107826091;;0,004116473;0,078082311;;;0,060739091;0,068964095;0,148267868;0,087088771;0,038820301;;;0,031484538;0,047314213;0,053647017;0,061310853;0,107847534;0,101463281;;0,058333408;0,020966276;0,086004101;;0,044278499;-0,07958891;-0,020023603;-0,016565716;0,043396038;;0,090213647;0,069184304;0,044432178;0,072277201;;0,041902593;0,090270891;0,026666735;0,056810886;0,100603425;0,129361187;;0,056248966;;;;;;0,079362768;;;0,082605891;0,053590645;0,007007535;0,047579002;;-0,184744809;0,019669161;0,350487835;0,011174947;0,120285746;;;;0,048923749;0,039452337;-0,064555107;0,109204338;0,071697051;0,086006715;0,049314572;0,115097558;-0,011049481;0,031331119;;0,047706588;;0,064325911;0,042440367;0,023106922;0,061925183;0,034615392;;0,049180986;;0,07324083;;0,041423673;;-0,128606626;;;;;0,033407173;;0,034624306;0,065366928;-0,039967235;;;;0,074498565;0,051150665;0,033688014;;;;;0,064315356;0,049937133;0,13768321;0,103740653;;0,061986932;0,118407357;0,079213071;0,03690954;0,039757537;;;0,167590719;0,071181838;;;0,053156216;0,054526001;0,025184694;;0,115568374;;;0,088462369;0,02892851
1965;;0,086227814;;;;0,084240236;;;0,021818137;0,025751066;;;;-0,019978987;0,093124816;;0,0336634;;0,049880983;;;0,044033734;;-0,048821426;0,06515745;;;;-0,015187778;0,046603861;0,034259909;;0,044229229;0,061151094;;0,012088845;0,037309084;0,008888909;0,100858461;0,126865613;;0,010197603;-0,001087485;0,042391663;0,099258963;-0,026537419;;;0,175627199;;-0,021298775;0,038998025;;;-0,121400849;0,031712213;0,047915963;0,056210517;-0,029809048;;;0,058244568;-0,02842023;0,046728976;0,046370899;0,086623314;0,092788521;;0,055118177;0,013489143;0,097212322;;0,041765073;0,043229584;0,005245928;0,00852808;0,107439094;;0,067944504;-0,021905074;0,011627927;0,121739153;;0,023362688;-0,012841749;0,032258098;0,039175972;0,05368463;0,102253335;;0,046319449;;;;;;0,018120901;0,045148236;;0,017102418;0,000845217;0,217003477;0,068703568;;0,036806118;0,065831458;0,144820854;-0,002875962;0,05284908;;;;-0,003272309;0,014463226;0,091587931;0,044900147;-0,014990551;0,052993294;0,064970277;0,106601756;0,054515503;-0,049134344;;0,050202367;;0,083651147;0,083913748;0,070480039;0,047023507;0,051094874;;0,066004694;;0,047686617;;0,086130246;;0,038038345;;;;;0,026417989;;-0,28685789;0,030070209;0,069633787;;;;0,056756822;0,066973243;0,023049834;;;;;0,036000065;0,03084111;0,002562579;0,097854477;;0,072892405;0,127017024;0,015571766;0,036661774;0,02551071;;;0,035186877;0,027107451;;;0,022727209;0,061030491;-0,008338522;;0,046344875;;;0,110104378;0,068340171
1966;;-0,068426411;;;;0,002354682;;;0,058219181;0,05284555;;;;0,021580192;0,028540582;;0,028846044;;0,034255692;;;0,065552011;;0,066985571;0,038127447;;;;-0,003005823;0,0388437;0,175873904;;0,047175683;0,063973105;;0,006967263;-0,015370217;0,099999993;0,034608453;0,014705914;;0,052752462;0,100045869;0,056069976;0,0562004;0,102907379;;;0,066265087;;0,0577932;0,034145803;;;0,101116518;0,023852153;-0,003019914;0,075343873;0,031451913;;;0,045681868;0,001079167;0,027272743;0,04980847;-0,015652735;0,01204549;;0,023076854;0,000898513;0,060984338;;0,052241332;0,024496318;-0,209213961;0,006900835;0,042802156;;0,08034506;-0,003865148;0,027149313;0,101562485;;0,002259209;0,085984801;0,056795098;0,01532205;0,09295754;0,027801617;;0,106337574;;;;;;0,020956381;0,072789672;;0,011785204;0,028840664;0,152483252;0,066813157;;0,036315603;0,096374064;0,012056869;-0,028509027;0,058304767;;;;-0,038043417;0,01313691;-0,044865172;0,060424727;0,062753008;0,027993094;0,059298413;0,044989323;-0,008639513;-0,05363034;;0,036481255;;0,070996247;0,070471355;-0,003438302;0,077517715;0,041958051;;0,031196417;;0,102404502;;0,056402499;;0,004650905;;;;;0,037427464;;-0,023135023;0,041914562;0,097203659;;;;0,043927593;0,072327438;0,051319905;;;;;0,01960777;0,024014338;-0,086807981;0,080179308;;0,108790217;0,086850708;0,060777708;0,030021425;0,108118745;;;0,077316581;0,065931794;;;0,019108316;0,061855605;0,038128539;;-0,008374616;;;0,122753393;-0,002491754
1967;;0,105149416;;;;0,027116549;;;0,04885993;0,031496123;;;;-0,060481768;0,130170991;;0,037037115;;0,064227728;;;0,075152517;;0,162263493;0,054228935;;;;0,07905973;0,124202475;0,131889232;;-0,124657897;0,026229469;;0,028801776;0,008093106;0,031007757;0,006127104;0,014492784;;0,038083069;0,099120526;0,10886464;0,053630533;0,038055473;;;0,114404264;;-0,011543689;0,054195799;;;0,023273725;0,06425637;-0,008791366;0,041332453;0,047393458;;;0,058646429;0,119847427;0,017857131;0,047445217;0,125052004;0;;0;0,0176523;0,053653025;;0,039433029;-0,021411383;0,096564543;-0,021794844;0,039254993;;-0,012840249;0,073538517;0,013392896;0,098591523;;0,048927783;0,009909444;0,06628792;0,007830102;0,099779755;0,109170094;;0,040652063;;;;;;0,098329998;0,063487466;;0,00777102;0,105538628;-0,013903519;0,033506902;;-0,016141065;0,065786229;0,077477906;0,066384871;0,053705982;;;;0,043534698;0,102417967;-0,043087975;0,013215868;-0,021659134;0,052997852;-0,05653281;0,057601896;0,010090352;-0,186557514;;0,058882093;;0,039790245;0,078790321;0,081448829;0,036482656;0,049833897;;0,066216323;;0,052763623;;0,117196395;;0,106186508;;;;;-0,019388514;;0,222058416;-0,107212274;0,108921049;;;;0,065217453;0,038948127;0,08624595;;;;;0,037735917;0,029657162;0,060425601;0,094282527;;0,07225185;0,051582399;0,02042214;-0,001431609;0,038095299;;;0,053689036;0,064717149;;;0,021806793;0,026703853;-0,028230804;;0,041561376;;;0,144149307;0,001935138
1968;;0,098106231;;;;0,049117176;;;0,066869321;0,041509321;;;;0,048361181;0,07624768;;0,044247725;;0,049445434;;;-0,157110268;;0,124905903;0,100717944;;;;0,041828895;-0,003174234;0,087952092;;0,066222891;0,049844236;;0,024162255;0,009977895;0,033707849;-0,023883808;0,034965031;;0,0614503;0,004057447;0,086689522;0,077377323;0,129822991;;;0,052247194;;0,060610688;0,052980139;;;-0,000212539;0,03873662;0,052064798;0,019913776;0,022671262;;;0,048052576;0,076084488;0,017543913;0,041958066;0,03517871;0,039568977;;0,051094953;0,013925127;0,067196566;;0,080657097;0,006269177;0,022939934;0,030754941;0,066604612;;-0,057912479;0,048460576;0,064718122;0,112500007;;0,083382861;0,022527311;0,062166925;0,017683044;0,106416256;-0,005145074;;-0,000240074;;;;;;-0,001072845;0,045518049;;0,049646978;0,052195832;0,045456828;0,067922221;;0,061365965;0,09112971;0,134027173;-0,156398166;0,083113491;;;;0,06215722;0,043201477;0,091847821;0,038187649;0,005820111;0,066998546;-0,003455872;-0,002838713;0,011049854;0,006682456;;0,022085268;;0,052283444;0,065223019;0,013390547;0,003536823;0,04746843;;0,114260258;;0,096027493;;0,063742439;;0,02493602;;;;;0,05644109;;0,157796919;0,088458689;0,119401893;;;;0,041666605;0,058794428;0,049054447;;;;;0,027522934;0,034640936;0,038564764;0,082535992;;0,075615375;0,046804646;0,049190911;0,078496009;0,062500013;;;0,079217516;0,024003676;;;0,066860473;0,046793529;0,011074925;;0,086748531;;;0,038013782;-0,134990515
1969;;0,077507749;;;;0,083962824;;;0,06798864;0,060283704;;;;0,032986994;0,086930776;;0,058333406;;0,053478196;;;0,029416816;;-0,002253081;0,060284046;;;;0,0159029;-0,018517212;0,073111086;;0,033368998;0,05029587;;0,075067452;0,0424038;0,036101104;0,093686422;0,100628932;;0,061736318;-0,020192015;0,098076281;0,052844777;0,06964023;;;0,089514069;;0,073266169;0,060653201;;;0,089563058;0,022793435;0,075411935;0,0360079;0,024508259;;;0,02914096;0,023443978;0,088000024;0,066884172;0,099498732;0,031080876;;0,068027207;0,0553919;0,103650906;;0,045226658;-0,021105668;0,033255572;0,036804317;0,005729791;;0,023187969;0,10072095;0,006224126;0,11602214;;0,066302078;0,13324602;0,056951421;0,037533;0,106769306;0,076715534;;0,059914653;;;;;;0,012898243;0,067933321;;0,097106643;0,031829263;0,106434399;0,047992804;;0,009967246;0,060345416;-0,023138775;0,041597166;0,035226943;;;;0,09136211;0,064958355;0,031884633;0,067892897;0,048517861;0,068016341;0,089308832;0,067188335;-0,064575352;0,150523625;;0,043109013;;0,071203537;0,077842902;0,043160631;0,036278849;0,045317161;;0,027883493;;0,125318108;;0,064426735;;0,110833552;;;;;-0,075160454;;-0,077471587;0,07726015;0,119552436;;;;0,04424778;0,086618784;0,087621544;;;;;0,052173909;0,053326221;0,163832112;0,07973429;;0,079645992;0,095281873;0,027078071;0,041264751;0,050847379;;;0,005043969;0,087401316;;;-0,008797598;0,030450973;0,064123416;;0,051024942;;;-0,101446805;0,253348574
1970;;0,090100603;;;;0,03097682;;;0,038147184;0,06622515;;;;0,076553757;0,093131805;;0,062499947;;0,01823639;;;-0,013313905;;0,11185235;0,098476442;;;;0,015527835;0,187881734;0,099920427;;0,050136197;0,025936644;;0,018219424;0,069420853;0,021201403;0,120456335;0,086206887;;0,065531504;0,028341658;0,109231866;0,069788309;0,0878912;;;0,028812766;;-0,002498943;0,015313975;;;0,149239724;0,060656117;0,158556934;0,043477581;-0,001207021;;;-0,022638166;0,111743035;0,074074074;0,058371714;0,089460401;0,032831463;;0,045454519;0,063381445;0,08198416;;0,053996779;-0,097476233;-0,302333108;0,006539792;0,017758471;;0,069411933;0,015245523;0,069498045;-0,645454594;;0,017573215;0,112835124;0,111607192;0,11977321;0,093236475;-0,144794931;;-0,055889731;;;;;;0,024014074;0,061324281;;0,010733822;0,040956168;0,15532976;0,054957546;;0,08254505;0,111963163;0,098413532;-0,000141094;0,062049375;;;;0,043938668;-0,037641334;0,073781697;0,08533423;0,033610871;0,060773518;-0,004425329;0,010002106;0,043234932;0,165575629;;0,019592361;;0,101070994;0,177113059;0,062491384;0,055288648;0,034985429;;0,068240427;;0,077598223;;0,079264022;;0,04971847;;;;;0,072125507;;0,136468991;0,087853672;0,120597872;;;;0,050420187;0,037482723;0,080550796;;;;;0,057377017;0,05994599;-0,128532947;0,095865392;;0,27564103;0,030033359;0,034063242;0,232682255;0,048387085;;;0,034780845;0,009689439;;;0,020114886;0,002011798;0,036671259;;0,106705758;;;0,033286961;0,183323052
1971;0,03846911;-0,105249963;0,056603772;-0,025625903;0,069565165;0,03624825;;0,08331291;0,037635899;0,048660711;;0,016004769;0,015817251;-0,057971397;0,037653974;;0,036172696;0,063122867;0,020405525;0,033232647;0,026073009;0,04819321;;0,205220792;0,101850271;-0,1103627;0,09085462;0,064516078;-0,004434541;0,031458329;0,050919681;-0,052583919;0,027833279;0,039548059;0,030750057;-0,031308755;0,018438194;0,082191877;0,059944878;0,067974121;0,072748175;0,05625412;0,04105473;0,082814262;0,063350699;0,086404182;;;0,114775685;;0,05664842;0,029173622;0,058577176;0,068702263;0,0980571;0,059200813;0,033264498;0,046233547;0,041091754;;0,035888874;0,037936655;0,061111172;0,02046066;0,05048312;0,093042524;-0,000659123;;0,03037547;0,05302323;0,072710409;0,065420518;0,052884658;0,050925585;-0,040701525;0,060859815;0,03841537;0,058380419;0,11552042;0,017838589;0,065464359;0,120504797;0,06489849;0,033535289;0,098701837;0,017856418;0,029278587;0,044880979;0,009183686;;0,061041296;0,065801862;;0,047516527;;0,084477827;-0,102941155;0,048139487;;0,025979477;0,04076918;0,125725318;0,186539625;0,049494942;0,025046518;0,023952094;0,006766624;0,042801548;0,038876925;0,044768421;;0,022825965;0,039225399;0,069629015;0,031330307;0,049833073;-0,012080725;0,041383256;0,03647387;0,046973961;0,053741106;0,124630913;;0,053679539;0,010085399;0,015267804;0,087620022;0,053925687;0,043890559;0,051490874;0,069032361;0,062192156;0,09097395;0,094651393;;0,115044223;;0,011925825;0,060240976;0,048148153;0,051011261;0,170208597;-0,001233312;;0,136828085;0,00428057;0,107789971;;;;0,041034179;0,044429013;0,005166917;0,028824971;0,121993702;0,021979181;0,060164047;0,009358069;0,039158527;0,090214091;0,110750523;;0,047276972;0,0669464;0,010234794;0,090778715;0,05274228;;0,096272246;0,04012;0,026666618;;0,1266292;0,033670495;0,031883571;0,001197474;;0,029795529;0,036654572;;0,021051301;0,080701788
1972;0,038590183;0,182013466;0,001995979;0,103448154;0,06882592;0,020354101;;0,083312929;0,025314186;0,058450075;;-0,036240788;0,099683518;-0,162435643;0,012577744;;0,049932178;0,044444464;0,089421268;0,017804145;0,011498835;0,07379518;;0,208622468;0,106664248;0,000517823;0,092111656;0,07116107;0,183248018;-0,063617101;0,022608035;-0,057493815;0,028823198;0,051646031;0,074999998;-0,020115591;-0,07346605;-0,012280682;0,014435388;0,09593779;0,072812679;0,071228912;0,021620026;0,039720543;0,075644616;0,04062535;;;0,064582531;;0,001509118;0,037807846;0,032534663;0,070921996;0,094159026;0,047778993;0,037117201;0,052134561;0,021581554;;0,11255656;0,056054472;0,072164863;0,070902533;0,043166397;0,101826091;0,002411208;;0,041230362;-0,025727856;0,092230689;0,069565225;0,068320501;0,022627878;0,059928266;0,009676604;0,054483517;0,057492935;0,058179392;-0,006210651;0,086039243;0,126630037;-0,03879288;0,060943016;0,108309611;0,03559136;0,083851787;0,077606053;0,054054058;;0,047863203;0,03754332;;0,033365577;;0,108371054;0,160493815;0,034792353;;0,061897755;-0,012855483;0,092345526;0,085826671;0,023668658;0,055213499;0,055162672;0,001612113;0,074355721;0,077689209;0,034830635;;0,016925713;0,037744842;0,046536411;0,004414112;0,019406162;0,030214247;0,034132564;0,048698198;0,030832279;-0,054477215;0,067033344;;0,050608284;0,084516973;0,014341337;0,044108864;0,062792314;0,03360668;0,051656809;0,044691387;0,074208588;0,099742971;0,066735089;;0,096000025;;0,002643143;0,045977005;0,025270703;0,022397243;0,186533205;0,060050986;;0,059339758;0,0090323;0,119149125;;;;0,01627851;0,075356114;0,03072383;0,20528636;0,144919871;-0,053418726;0,044425108;0,022375233;0,031012484;0,200176948;0,116220193;;0,039135446;0,033593268;0,054638637;0,150726061;0,069126776;;0,096266929;0,063005025;0;;0,126637525;0,04124512;0,049961549;-0,015773428;;0,031546357;0,019231195;;0,089821703;0,077968297
1973;0,038627078;0,041421723;0,074930629;0,040114719;0,078358192;0,036090161;;0,08331291;0,039386524;0,046624272;;0,070351721;0,122222212;0,032186449;0,013229636;;0,057691194;-0,00638976;0,041312775;0,01461991;0,014458698;0,054276557;;0,175619346;0,122576118;0,052502515;0,087369856;0,075484778;-0,054660807;0,06456056;0,01579584;-0,233716224;0,045882035;0,065107817;0,125474142;0,043316614;-0,050899264;-0,058929607;0,074629046;0,109366578;0,072673604;0,062994381;0,068224607;0,147940536;0,071531591;0,056060279;;;0,024869635;;0,075249449;0,039319882;0,047544481;0,078431368;0,114239763;0,122427411;0,007003043;0,048184039;0,068245319;;0,033351592;0,03047788;0,101851866;0,062858585;0,059660535;0,092414034;0,084670974;;0,045596475;0,05253574;0,074865421;0,080000034;0,063519898;0,01543106;0,010977079;0,045394509;0,072956892;0,064546292;0,063723122;0,028694301;0,101584496;0,069262487;0,159146702;0,045085596;0,052917846;0,066518581;0,012597379;0,074353531;-0,070801053;;0,049457722;-0,070320923;;0,080288657;;0,045017571;0,206993054;0,037173115;;0,076747034;-0,022301856;0,022489164;0,104753502;0,015533936;-0,014766002;0,039810906;-0,008282333;0,105783006;0,077205867;0,081779886;;0,02683618;0,034594083;0,044087739;0,014621592;0,037903433;-0,004801713;0,051631364;0,072358622;0,048445457;-0,205510381;0,05755536;;0,043363891;-0,162675389;0,061499094;0,051290366;0,069767566;0,059062041;0,081886772;0,040138668;0,100724894;0,097349923;0,129128927;;0,094202878;;0,033219785;0,038674055;0,014234866;0,015673407;0,194655919;-0,05918468;;0,08302462;0,033665872;0,100136422;;;;0,043721291;0,072256981;0,034067962;-0,124876369;-0,040615624;0,006282262;0,037720028;0,03816544;0,029596433;-0,093436139;0,105759776;;0,089748148;-0,043476555;0,016237393;-0,006505765;0,031587404;;0,096260412;0,029659079;0;;0,126640917;0,061109738;0,053440135;0,00363582;;0,058871761;-0,014416502;;-0,015978428;0,029208535
1974;0,038189992;0,036313085;0,030067884;-0,002020945;0,032915446;0,051286604;;0,083312942;0,013159719;0,037926275;;-0,201262197;0,078105005;0,087524232;-0,048776985;;0,040303783;0,085066173;0,063631608;0,008695613;0,049052462;0,028556243;;0,080863699;0,075358319;0,088958435;0,103467282;0,070186747;0,052257688;-0,005327728;0,023072911;-0,055218961;0,033732609;0,035595999;0,090083647;-0,030747001;0,120331445;0,009650521;0,02441301;0,023582292;0,07275828;0,054335606;0,029489089;-0,008280358;0,052602727;0,041482896;;;-0,20357541;;0,030355556;-0,011351583;-0,036465881;0,061349701;0,056620262;0,100788188;0,024252232;0,06015544;0,02946276;;0,160624151;-0,003715699;0,027027047;0,029394047;0,041235693;0,283087861;0,055523738;;0,008822166;0,064130637;-0,068812666;0,06015038;0,059929769;0,049883179;0,043604453;0,054640685;-0,012429009;0,055712835;0,053982505;0,01178231;0,07098639;0,054829803;0,074561185;0,040861447;0,060822679;0,052133965;-0,04043165;-0,012404392;0;;0,046732792;-0,149310587;;0,035147126;;0,0234668;0,056728223;0,03285421;;0,040421965;0,012195125;0,069271469;0,076798061;0,054178192;-0,015525637;0,091209745;0,078399188;0,074272795;0,05719237;0,040491348;;0,03754713;0,052861498;0,058908616;0,029311985;0,066561667;0,059577548;0,033244019;0,056545321;0,11273471;0,080673092;0,097517552;;0,037749355;0,220218903;0,050511749;0,023686495;0,078341243;0,085813225;0,034365686;0,066387031;0,01129944;0,056053877;0,086431542;;0,10967744;;0,008027003;0,05235603;0,053872089;0,053780987;0,139622611;0,04030167;;0,012860953;0,033734917;0,060749629;;;;0,057591269;0,053198681;0,03800755;-0,096738812;0,180583584;0,102698706;-0,07671481;0,030990775;0,014340506;0,194375058;0,018233202;;0,04171731;0,040778604;0,036677435;0,074520029;0,052978226;;0,096270661;0,024390218;0;;0,126623297;-0,02525625;-0,005434841;0,030474198;;0,05716923;0,024217191;;0,032970622;0,024509801
